Key,Film Title,Year,Production,Type,Topic,Plot Summary
tie shu hua kai,铁树花开,1958,Jiangnan Film Studio,Artistic Documentary,11,在大跃进中，某罐头食品厂女工张金娣，为了用机器操作代替手工操作，想试制{QUOTE}青豆机{QUOTE}。她第一次拿着自己设计的机器图纸，去找车间胡主任时，胡主任却认为她这个没有文化、没有技术的女工设计不出{QUOTE}青豆机{QUOTE}，因此对图纸连看都没看，便叫金娣自己去试验。金娣将图纸拿给技术员杨师傅看，杨认为有基础，誊了一张同样的图纸，去和胡主任商量，引起胡主任的兴趣，胡主任叫杨三天内把图纸修改好。之后，金娣拿着修改后的图纸，第二次找胡主任，胡主任草草看了一眼，说图纸有许多问题，还说{QUOTE}青豆机{QUOTE}已经有人在搞了。金娣拿着图纸又去找杨，杨稍加修改，将图纸送交胡主任批准。党委刘书记知道金娣试制{QUOTE}青豆机{QUOTE}的消息后，给予很大支持，使{QUOTE}青豆机{QUOTE}试制成功。最后，当胡主任向杨师傅祝贺时，杨说创造机器的主人是张金娣，使这个不重视工人的发明创造、迷信技术权威的胡主任受到很大教育。
gang cheng hu jiang,钢城虎将,1958,Jiangnan Film Studio,Artistic Documentary,7,在大跃进形势鼓舞下，上海钢铁厂党委书记郭坚提出把钢产量翻一番。转炉车间主任马俊及厂里的黄工程师对此表示怀疑，厂党委批判了他们的保守思想，发动群众大闹技术革新。转炉车间老师傅倪文波，在青年炼钢工人余志刚和行车工张世诚的帮助下，改革了转炉，大大提高了炉产量。为解决钢水供应和行车调度问题，余志刚和张世诚提出钢模钢锭{QUOTE}双吊{QUOTE}的办法，图纸设计出来后，黄工程师认为缺乏理论根据，反对试验。余志刚等没有因此被吓倒，在党委郭书记的支持下，他们终于将{QUOTE}双吊{QUOTE}试验成功。
re lang ben teng,热浪奔腾,1958,Jiangnan Film Studio,Artistic Documentary,7,上海大成袜厂是一个普通的手摇机织袜厂，厂房小，设备简陋，但工人们的生产热情却很高。刘玉香的第二小组得到了全上海第一先进小组的光荣称号，钱丽娟的第三小组也不甘落后，提出超额完成15%的指标。上级公司通知该厂的生产任务要增加10%，厂长林永奎提出把15%的增产指标提高到20%。林厂长和支部书记余志新为实现生产自动化，提出把手摇织袜机改成电动织袜机。以李家栋为代表的少数技术员有保守思想。林厂长和余支书为破除迷信思想，带头改装修理旧电动织袜机，在他们的带动下，群众积极性大大提高。李家栋在现实教育下，改正了错误，和工人一道，以十二天的时间完成了一百台电动织袜机的改装修配工作，使工厂的生产实现了自动化。
mu gui ying gua shuai (1958),穆桂英挂帅,1958,Jiangnan Film Studio,Opera,8,佘太君孙媳穆桂英随佘太君辞官还乡，安居二十载，时遇辽东安王造反。佘太君关心国家安危，命重孙杨文广、杨金花兄妹赴京城汴梁探听消息。适逢宋王在校场上选拔将才，奸臣王强向宋王力保儿子王伦为元帅，杨文广兄妹不服，与王伦比武获胜。宋王原以为杨家绝了后，没想到还有这武艺高强的杨文广，并得知女英雄穆桂英尚健在，便封穆桂英为东征大元帅，令文广带回帅印。桂英恨宋王昏庸，奸臣当道，不肯接印。佘太君对她讲了卫国安民的道理，桂英这才重整旗鼓，发兵剿灭反寇。行前，佘太君亲到校场饯别。穆桂英率大军，浩浩荡荡向边塞进发。
qing tan,情探,1958,Jiangnan Film Studio,Opera,8,落第举人王魁，流落山东莱阳，与名妓敷桂英相遇。桂英爱其才貌双全，将他领回妓院，结为夫妻，并以私蓄助其攻读诗书。两年后，王魁赴京赶考，临别时桂英嘱他莫丢失定情信物玉扇坠，王魁与桂英盟誓永不变心。{LINE_CUT}王魁中了状元后，贪图权势名利，又将桂英送他的定情信物——玉扇坠作为聘礼，被韩丞相招赘为婿。{LINE_CUT}桂英自别王魁后，思念之心日切。一天，忽见老家人前来报喜，说王魁中了状元，并带来信一封、银子二百两。桂英拆读来信，竟是休书，于是她奔至海神庙，哭诉王魁罪状，之后自缢身死。判官、小鬼奉海神爷之命，引桂英与王魁对证。王魁见了桂英，初则驱逐，后拔剑刺杀。桂英盛怒之下，与判官小鬼活捉了王魁。
san ge zhan you,三个战友,1958,August First Film Studio,Feature,12,广东省潮安县晨虹农业社社长卢凤阳和农业社生产大队长黄瑞江、乡支部书记周虹，三人从前在部队是老战友，结下了战斗的友谊。后三人一起复员回乡参加农业生产。卢凤阳被办社的成绩冲昏了头脑，骄傲自满，自私自利，他留着冬瓜不卖，要看行市，国家贷款过期不还，还想再借。在轰轰烈烈的移民垦荒运动中，周虹和黄瑞江都报了名。但卢舍不得多年的战友离开自己，尤其是对得力的助手黄瑞江去垦荒，他更是不同意，并想尽办法加以阻拦。瑞江的妻子周惠英听信卢凤阳的话，不让瑞江去垦荒。周惠英的哥哥周虹也正与信用社会计秋妹恋爱着。周母担心儿子的婚事，舍不得儿子离开。经过秋妹的劝说，周惠英决定和爱人瑞江、哥哥周虹一道去垦荒。由于工作的需要，秋妹留下来接替周虹原来担任的信用社主任的工作。在周虹出发前夕，他们宣布了两个人的爱情关系，周母也了却了一桩心愿。卢凤阳也由此受到很大教育，终于认识了自己的错误。
hei shan zu ji zhan,黑山阻击战,1958,August First Film Studio,Feature,0,一九四八年，我东北野战军发动秋季攻势。蒋介石急忙调遣了五个军进行增援，企图解救东北境内被围困的蒋军。我东北野战军一个纵队在天寒地冻、缺粮少弹的情况下，在黑山一线，阻击五倍于己的敌军。敌人以一零一高地作为突破口，他们利用老百姓作前进的盾牌，集中力量实行强攻。我军为了不伤害人民，与敌人展开激烈的白刃战。在战斗最残酷的阶段，纵队司令部的工作人员也都拿起武器参加了战斗，纵队司令员亲临阵地前沿指挥，身负重伤，警卫员也光荣牺牲。纵队政委代替司令员指挥战斗，终于打退了敌人增援部队的进攻。在全歼东北境内敌军后，他们又和主力部队一道，围歼了这股增援的敌军。
chang kong bi yi,长空比翼,1958,August First Film Studio,Feature,14,农民出身的志愿军空军飞行员张虎，开始不愿当僚机。他第一次参加空战时，怀着个人复仇的思想，不顾大队长的命令，单机出击，结果叫敌机咬住了，为了援救他，大队长的长机也负了伤。经过领导和同志们的帮助，他克服了个人复仇思想。在又一次空战中，他掩护长机打落了敌机。在自己的飞机负伤的情况下，他发现一架敌机企图炸大桥，便毅然地驾驶着负伤的飞机击落敌机，立下了战功，荣获朝鲜民主主义人民共和国一级战士荣誉勋章，并被提升为长机。最后，他与五年前分别的爱人志愿军某医院护士长杨华重逢。
hong xia,红霞,1958,August First Film Studio,Musical,14,在抗日战争时期的江西苏区，赤卫队长赵志刚告别了未婚妻红霞和红军一起北上抗日。{LINE_CUT}红军走后，白军来了。保安大队长白伍德威逼乡亲们带路去追赶红军，否则，要进行大屠杀。红霞为救乡亲，答应给敌人带路，走到三岔路口，由于她的判断错误，正好将敌人领上红军走的那条路。当她发觉后，已来不及了，她决定将敌人带向绝路。就在这时候，烧桥断路的赵志刚失足落水，被敌人俘虏。志刚恐怕敌人架好便桥追上红军，便设法激怒白伍德开枪打死自己，利用枪声向红军报信。白伍德拔枪欲射时，却被红霞拦住。赵志刚愤怒地将红霞踢倒在地。白伍德发现赵用的是激将法，便命人挖坑将赵活埋，并企图在桥未架通之前奸污红霞。红霞借机用酒灌醉敌人，救出了志刚，两人约定以红旗为号，在天明前由赵带红军包围凤凰岭。{LINE_CUT}黎明，红霞将敌人诱至凤凰岭悬崖，敌人发现上当，即将红霞打死。这时，红军发起冲锋，全歼了敌人。
ying xiong hu dan,英雄虎胆,1958,August First Film Studio,Feature,15,解放初期，在广西西部的十万大山地区，匪首李汉光和他老婆李月桂，率领一股顽匪到处骚扰。我军侦察科长曾泰，根据已被我军捕获的匪军副司令供词线索，冒充刚从国外越境过来的副司令，深入匪巢。由于延误了预定的接头日期，引起了匪首李月桂的怀疑，李月桂把她的亲信特工组长假扮成被俘的解放军战士，让曾泰去审讯。曾泰识破了敌人的诡计，打死了假俘虏，过了第一次考察的难关。不久，李月桂又派曾泰带领一部分土匪，去我军正在搞土改试点的沙河圩地区骚扰。曾泰想出了一个既不使敌人怀疑自己，又不使群众遭受损失的办法，并通过联络员老猎人把情报送出，闯过了第二次考察的难关。沙河圩败仗归来后，匪小头目独眼龙把曾泰向老猎人交待情报的情况，报告给了李匪夫妇。曾泰巧妙地利用李月桂的亲信阿兰小姐，以攻为守，借李汉光的刀杀死了独眼龙，闯过了第三次考察的难关。李月桂派人抓来了老猎人，切断了曾泰的联络点。我军马政委又派侦察参谋耿浩打进匪巢。李匪根据暗藏在我军内部四十九号特务的报告，误以为耿浩就是曾泰，逮捕了耿浩，并让曾泰亲自审讯。耿浩为了帮助曾泰完成任务，一口咬定自己就是曾泰，帮助曾泰闯过了第四次考察的难关。最后，曾泰赢得了李匪的信任，掌握了兵权，冒险放走了耿浩和老猎人。耿浩在送情报时牺牲。我军根据老猎人带来的情报，将匪徒一网打尽。
du jiang tan xian,渡江探险,1958,August First Film Studio,Feature,10,修筑康藏公路的解放军某部红旗排排长李玉明，伤愈刚出院，为了寻找一条通向桥头工地狮子山高峰的道路，主动承担探路的任务。由于地理情况不熟，第一次渡江失败了，副排长谭大山为救船负伤牺牲。接着，新战士玉才晚上值班时，由于没有经验，让洪水卷走了渡船。连长陈文健想等洪水退下去再渡江。李玉明不同意，他提出用木筏渡江。在团政委的支持下，李玉明带领战士们，战胜了惊涛骇浪，终于渡过江，并找到了一条通向狮子山的道路。
yi ri qian li,一日千里,1958,August First Film Studio,Feature,2,《一张大字报》{LINE_CUT}前进农业合作社的一个生产队抽调了大批劳动力去办工厂，当玉米地里须要施肥的时候，感到人手不够。妇女组长巧妹为了解决这个矛盾，试验改革自动撒肥小推车，受到当生产队长的哥哥兴旺的批评指责。巧妹写了一张批评哥哥保守思想的大字报。不久，在木匠李大爷的帮助下，自动撒肥小推车试制成功。兴旺认识到自己的错误，写了一张自我检讨的大字报。{LINE_CUT}《在火车上》{LINE_CUT}前进农业合作社生产队长朱秀兰乘火车前往水泵厂买抽水机，不慎将钱包挤落在轨道上。火车上的旅客纷纷捐凑买抽水机的钱。车站上的一位老清洁员拾到丢失的钱包，交还了失主。这时，旅客捐款已无法退给本人。水泵厂连夜突击又装配了一台抽水机，支援前进农业合作社。{LINE_CUT}《处处跃进声》{LINE_CUT}某搪瓷厂出产了一种不碎搪瓷新产品。为了大量供应市场需要，该厂扩建了一座自动窑。离完工还有六天时间，职工们提出一天一夜突击完成，争取七月一日向党的生日献礼。施工急需耐火砖，这时仓库保管员老董正在文化宫准备演出京剧《萧何月下追韩信》。老董听到此情况，急于回厂，可是如果他一走，这台戏就唱不成了。正在此时，京剧团的名演员刘鸿奎自告奋勇愿代替老董演出，这样才把问题解决了。
